Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Reached.on.Time_Y.N
4,2,0.5993032167253487,-0.3727347507001652,0,1,3.1858964562898344,0.027507607915789056,0,1,0,0,0,0,1,0,1
4,3,-0.7323354175453884,-1.0294237660695578,0,0,0.7174905678501151,-1.111730872805031,0,0,1,0,0,0,1,0,1
3,2,1.0986677045768751,-0.3727347507001652,0,0,1.7048529232260028,-0.4996118608879398,0,0,0,0,1,0,1,0,1
3,5,-0.8779833931687504,-1.0294237660695578,2,0,2.2602442481249394,-1.2340323736875667,0,0,0,1,0,0,1,0,1
3,4,-0.7115285638849083,-0.3727347507001652,2,0,1.3963021871710377,-1.1343566504683,0,0,0,0,1,0,1,0,1
4,1,-1.2525067590573953,0.28395426466922724,2,0,2.8773457202348696,-1.5960448162998724,1,0,0,0,0,0,1,0,1
4,3,1.1402814118978357,-1.0294237660695578,1,1,1.0877514511160729,-0.7998620455545649,0,1,0,0,0,0,1,0,1
2,5,1.0986677045768751,-0.3727347507001652,0,1,-0.5167123763697445,-0.42011588531429156,0,0,1,0,0,0,1,0,1
5,1,-1.3565410273597964,-0.3727347507001652,0,0,0.4089398317951502,-1.37406759219807,0,0,0,0,1,0,1,0,1
4,2,-0.5658805882615463,-0.3727347507001652,0,1,1.2111717455380588,-0.5460864312233034,0,0,0,1,0,0,1,0,1
3,3,-0.10812980773098044,-0.3727347507001652,1,1,0.3472296845841572,-0.8970917387561808,0,0,0,0,1,0,1,0,1
4,2,-1.0444382224525925,-0.3727347507001652,0,0,3.1241863090788415,-1.1741046382551241,1,0,0,0,0,0,1,0,1
3,3,0.8697923143115922,-1.0294237660695578,1,1,2.1368239537029536,-0.9368397265430048,0,1,0,0,0,0,1,0,1
5,5,0.24558670449718412,-0.3727347507001652,0,0,-0.20816164031477966,-0.8279913907575481,0,0,1,0,0,0,1,0,1
3,3,-0.14974351505194097,-1.0294237660695578,0,0,0.7174905678501151,-0.016520932401923795,0,0,0,0,1,0,1,0,1
4,5,0.20397299717622358,-0.3727347507001652,1,0,1.6431427760150097,-0.07216811530347754,0,0,0,1,0,0,1,0,1
3,3,-1.314927320038836,0.28395426466922724,0,1,2.8773457202348696,-1.1692125782198226,0,0,0,0,1,0,1,0,1
4,4,-0.21216407603338178,0.28395426466922724,1,0,0.16209924295117825,-0.9625230417283374,1,0,0,0,0,0,1,0,1
4,5,0.28720041181814465,0.28395426466922724,1,0,0.47064997900614314,-0.9833142968783685,0,1,0,0,0,0,1,0,1
3,5,-0.6491080029034674,-1.0294237660695578,0,1,0.22380939016217122,-1.3881322647995615,0,0,1,0,0,0,1,0,1
3,4,-1.3773478810202768,-0.3727347507001652,0,0,2.2602442481249394,-1.0817670050888097,0,0,0,0,1,0,1,0,1
5,2,0.7657580460091908,-0.3727347507001652,0,0,0.22380939016217122,0.15592418384245155,0,0,0,1,0,1,0,0,1
5,4,1.4523842168050396,1.5973322954080122,1,1,2.3219543953359327,-0.03180862001224075,0,0,0,0,1,1,0,0,1
3,3,-0.8779833931687504,-1.0294237660695578,1,1,-0.7635529652137165,-1.1037812752476661,1,0,0,0,0,1,0,0,1
3,5,-1.1068587834340333,-0.3727347507001652,1,1,-0.5784225235807375,-1.0670908249829054,0,1,0,0,0,1,0,0,1
3,3,-0.44103946629866475,0.28395426466922724,1,1,2.3219543953359327,-0.872019931075261,0,0,1,0,0,1,0,0,1
3,5,-1.002824515131632,-1.0294237660695578,1,0,-0.3932920819477586,-1.1588169506448072,0,0,0,0,1,1,0,0,1
4,1,-0.0665161004100199,0.9406432800386197,0,0,2.1368239537029536,-0.7552219977324394,0,0,0,1,0,1,0,0,1
5,1,0.5576895094043881,-1.0294237660695578,0,1,-0.20816164031477966,0.13819046621448386,0,0,0,0,1,1,0,0,1
4,4,1.1194745582373553,-0.3727347507001652,2,0,2.8156355730238762,-0.9869833419048445,1,0,0,0,0,1,0,0,1
5,4,-1.2733136127178755,-0.3727347507001652,0,0,2.3219543953359327,-1.216298656059599,0,1,0,0,0,1,0,0,1
5,5,-1.002824515131632,-0.3727347507001652,0,0,1.7048529232260028,-1.3282045293671192,0,0,1,0,0,1,0,0,1
2,1,-0.10812980773098044,0.28395426466922724,1,1,3.062476161867848,-0.9038183213047203,0,0,0,0,1,1,0,0,1
2,1,-1.0860519297735531,-0.3727347507001652,1,1,2.3219543953359327,-1.2805069440229302,0,0,0,1,0,1,0,0,1
2,2,0.7865648996696711,-1.0294237660695578,0,0,2.0134036592809674,0.04462981803934405,0,0,0,0,1,1,0,0,1
3,5,-0.3994257589777042,-0.3727347507001652,0,0,0.5940702734281291,0.07092464072908923,1,0,0,0,0,1,0,0,1
4,3,-1.3357341736993162,0.28395426466922724,1,1,0.6557804206391221,-1.094608662681476,0,1,0,0,0,1,0,0,1
3,3,-1.5646095639645992,-0.3727347507001652,0,0,2.6305051313908976,-1.311082319243564,0,0,1,0,0,1,0,0,1
5,1,-1.2733136127178755,-0.3727347507001652,0,0,1.6431427760150097,-1.5728075311321905,0,0,0,0,1,1,0,0,1
4,4,0.20397299717622358,-1.0294237660695578,1,1,-0.3932920819477586,-0.6622728570617122,0,0,0,1,0,1,0,0,1
5,3,-2.334463149402369,0.9406432800386197,1,0,1.8899833648589817,-1.446225477718766,0,0,0,0,1,1,0,0,1
3,4,-2.3552700030628495,0.28395426466922724,0,0,1.149461598327066,-1.4651822103555592,1,0,0,0,0,1,0,0,1
3,3,-0.5658805882615463,-1.0294237660695578,0,0,2.4453746897579185,0.18221900653219672,0,1,0,0,0,1,0,0,1
3,3,-1.002824515131632,-0.3727347507001652,1,1,-0.3315819347367656,-1.079320975071159,0,0,1,0,0,0,0,1,1
5,1,-2.001553490834685,0.28395426466922724,0,1,2.0751138064919608,-1.33982317195096,0,0,0,0,1,0,0,1,1
6,3,1.3483499485026382,0.9406432800386197,0,0,1.7048529232260028,-0.6989633073264729,0,0,0,1,0,0,0,1,1
3,2,-0.14974351505194097,-1.0294237660695578,1,1,1.5814326288040168,0.12901785364829368,0,0,0,0,1,0,0,1,1
5,5,-0.10812980773098044,-1.0294237660695578,2,0,3.1858964562898344,0.022615547880487627,1,0,0,0,0,0,0,1,1
3,3,-1.2733136127178755,-0.3727347507001652,0,1,3.062476161867848,-1.0322348972313828,0,1,0,0,0,0,0,1,1
2,2,-2.043167198155645,0.28395426466922724,1,0,2.6305051313908976,-1.526332960796827,0,0,1,0,0,0,0,1,1
3,1,-0.0665161004100199,-0.3727347507001652,1,1,2.6305051313908976,-0.0929593704535086,0,0,0,0,1,0,0,1,1
4,1,1.0570539972559145,0.28395426466922724,0,1,2.7539254258128834,-0.1265922831962059,0,0,0,1,0,0,0,1,1
5,2,1.327543094842158,-0.3727347507001652,1,0,-0.4550022291587516,-0.1583906734256652,0,0,0,0,1,0,0,1,1
3,5,-1.4397684420017176,-1.0294237660695578,0,0,2.3836645425469256,-1.187557803352203,1,0,0,0,0,0,0,1,1
3,3,-0.9195971004897109,0.28395426466922724,1,1,0.22380939016217122,-1.3061902592082626,0,1,0,0,0,0,0,1,1
5,2,-1.4397684420017176,-0.3727347507001652,2,1,1.272881892749052,-1.598490846317523,0,0,1,0,0,0,0,1,1
4,5,-1.2108930517364347,-0.3727347507001652,0,0,1.8282732176479888,-1.1771621757771875,0,0,0,0,1,0,0,1,1
4,2,0.8281786069906316,-0.3727347507001652,0,1,2.4453746897579185,-0.7069129048838377,0,0,0,1,0,0,0,1,1
4,3,-1.0236313687921121,-0.3727347507001652,1,1,0.9026210094830941,-1.1160114253359197,0,0,0,0,1,0,0,1,1
4,3,-0.5242668809405858,-0.3727347507001652,1,1,-0.20816164031477966,-0.8383870183325637,1,0,0,0,0,0,0,1,1
4,4,-0.7115285638849083,0.28395426466922724,2,1,2.3836645425469256,-1.5520162759821594,0,1,0,0,0,0,0,1,1
3,4,-1.2941204663783556,-0.3727347507001652,0,0,2.6305051313908976,-1.2743918689788034,0,0,1,0,0,0,0,1,1
3,2,1.244315680200237,-0.3727347507001652,0,1,3.062476161867848,-0.5399713561791766,0,0,0,0,1,0,0,1,1
3,3,0.6617237777067895,-0.3727347507001652,0,1,2.3219543953359327,0.18405352904543473,0,0,0,1,0,0,0,1,1
4,4,-1.2525067590573953,-1.0294237660695578,1,0,-0.6401326707917305,-1.4364413576481632,0,0,0,0,1,0,0,1,1
4,5,-0.3786189053172239,-0.3727347507001652,2,0,0.4089398317951502,0.145528556267436,1,0,0,0,0,0,0,1,1
4,5,-1.9599397835137242,-0.3727347507001652,1,0,2.5070848369689114,-1.4187076400201954,0,1,0,0,0,0,0,1,1
3,3,-0.3786189053172239,-0.3727347507001652,1,1,-0.7018428180027235,0.22074397931019546,0,0,1,0,0,0,0,1,1
5,5,0.932212875293033,0.28395426466922724,1,0,-0.6401326707917305,-0.1186426856388411,0,0,0,0,1,0,0,1,1
4,1,-1.0236313687921121,2.2540213107774045,1,1,0.2855195373731642,-1.430937790108449,0,0,0,1,0,0,0,1,1
4,5,-1.1068587834340333,-0.3727347507001652,0,0,0.4089398317951502,-1.3129168417568022,0,0,0,0,1,0,0,1,1
3,2,-0.9612108078106715,4.224088356885582,2,1,0.9026210094830941,-1.0359039422578589,1,0,0,0,0,0,0,1,1
3,5,-1.002824515131632,2.2540213107774045,1,1,0.16209924295117825,-1.5789226061763173,0,1,0,0,0,0,0,1,1
3,3,-1.3357341736993162,-1.0294237660695578,0,0,2.2602442481249394,-1.3135283492612149,0,0,1,0,0,0,0,1,1
3,2,-0.02490239308905937,-0.3727347507001652,1,0,2.5070848369689114,-0.38709448007600694,0,0,0,0,1,0,0,1,1
5,4,-1.5854164176250796,-1.0294237660695578,1,1,2.5687949841799047,-1.3746790997024827,0,0,0,1,0,0,0,1,1
2,1,0.24558670449718412,-1.0294237660695578,1,0,-0.5167123763697445,0.08804685085264423,0,0,0,0,1,0,0,1,1
2,5,-1.4813821493226782,-0.3727347507001652,0,1,0.8409108622721011,-1.4682397478776226,1,0,0,0,0,0,0,1,1
2,4,-1.5854164176250796,-0.3727347507001652,0,1,1.7665630704369957,-1.356945382074515,0,1,0,0,0,0,0,1,1
2,5,-1.6686438322670005,-0.3727347507001652,0,0,0.16209924295117825,-1.5544623059998102,0,0,1,0,0,0,0,1,1
2,5,-1.6062232712855598,-0.3727347507001652,0,1,3.0007660146568553,-1.2462625237758203,0,0,0,0,1,0,0,1,1
2,4,-1.4605752956621978,-0.3727347507001652,0,1,-0.3932920819477586,-1.3593914120921657,0,0,0,1,0,0,0,1,1
2,2,-1.0860519297735531,-0.3727347507001652,0,0,0.9026210094830941,-1.0187817321343038,0,0,0,0,1,0,0,1,1
4,2,1.244315680200237,0.28395426466922724,0,1,2.0134036592809674,-1.1606514731580453,1,0,0,0,0,0,0,1,1
2,5,-1.4605752956621978,-0.3727347507001652,0,1,1.02604130390508,-1.5923757712733961,0,1,0,0,0,0,0,1,1
2,2,-1.5646095639645992,-0.3727347507001652,0,0,0.10038909574018526,-1.4034199524098785,0,0,1,0,0,0,0,1,1
2,3,-1.543802710304119,-0.3727347507001652,0,1,0.3472296845841572,-1.2633847338993751,0,0,0,0,1,0,0,1,1
2,3,-1.4189615883412374,-0.3727347507001652,1,1,1.5197224815930237,2.4496888328944086,0,0,0,1,0,0,0,1,1
2,2,-1.169279344415474,-0.3727347507001652,1,0,1.5197224815930237,2.57565937880342,0,0,0,0,1,0,0,1,1
2,3,-1.4813821493226782,-0.3727347507001652,0,0,-0.2698717875257726,-1.322700961827405,1,0,0,0,0,0,0,1,1
2,3,-1.0444382224525925,-0.3727347507001652,0,1,1.8282732176479888,-1.4572326127981943,0,1,0,0,0,0,0,1,1
2,4,-1.5854164176250796,-0.3727347507001652,0,0,2.7539254258128834,-1.5697499936101271,0,0,1,0,0,0,0,1,1
5,3,-1.0236313687921121,0.9406432800386197,2,0,2.1368239537029536,-1.0707598700093814,0,0,0,0,1,0,0,1,1
2,5,-1.148472490754994,-0.3727347507001652,0,0,0.5940702734281291,-1.2425934787493442,0,0,0,1,0,0,0,1,1
2,3,-1.3565410273597964,-0.3727347507001652,1,1,0.6557804206391221,2.417890442664949,0,0,0,0,1,0,0,1,1
2,2,-1.1068587834340333,-0.3727347507001652,0,0,-0.7635529652137165,-1.319031916800929,1,0,0,0,0,0,0,1,1
2,2,-1.0444382224525925,-0.3727347507001652,0,0,2.1368239537029536,-1.1881693108566158,0,1,0,0,0,0,0,1,1
2,4,-1.2108930517364347,-0.3727347507001652,0,0,2.5687949841799047,-1.3061902592082626,0,0,1,0,0,0,0,1,1
2,5,-1.2941204663783556,-0.3727347507001652,2,1,-0.14645149310378666,-1.303744229190612,0,0,0,0,1,0,0,1,1
2,1,-1.7310643932484413,-0.3727347507001652,0,1,0.10038909574018526,-1.2915140791023585,0,0,0,1,0,0,0,1,1
2,5,-1.169279344415474,-0.3727347507001652,0,1,0.47064997900614314,-1.541620648407144,0,0,0,0,1,0,0,1,1
2,5,-1.7310643932484413,-0.3727347507001652,0,0,1.8899833648589817,-1.4021969374010532,1,0,0,0,0,0,0,1,1
